"","vecka","brand","format","totalvolume","totalvalue","LL","avgpricebefore","avgfinalprice","avgdiscount","totalnonpricecampaign","totalpricecampaign","nonpricecampaign","pricecampaign","depth","nondepth","avgcompLL","avgcomppricebefore","avgcompfinalprice","avgcompdiscount","totalvolume1","totalvalue1","LL1","avgfinalprice1","avgpricebefore1","avgdiscount1","nondepth1","avgcompLL1","avgcompfinalprice1","avgcomppricebefore1","avgcompdiscount1","dlogtotalvolume","dlogavgfinalprice","dlogavgpricebefore","dlognondepth","dlogLL","dlogavgcompLL","dlogavgcompfinalprice","cop_finalprice","cop_avgcompfinalprice","cop_logfinalprice","cop_logavgcompfinalprice","hgap","cgap","holiday","trend","campaign"
"117",201440,"Ramlösa",3,36,514.91,14,14.4277777777778,14.3030555555556,0.124722222222222,0,70,0,1,0.00864458991143627,0.991355410088564,16.6871231488176,18.8706821079869,18.6746978960849,0.195984211901974,30,323.63,12,10.7876666666667,10.8666666666667,0.079,0.992730061349693,17.4802430076403,17.8323539312278,17.9779061997001,0.145552268472335,0.182321556793954,0.282069683383356,0.283455361067986,-0.00137465126112946,0.154150679827258,-0.0464339191065957,0.046155109990091,0.365266770316778,1.09862922566665,0.365266770316778,1.09862922566665,0.282069683383356,-0.234094407569819,0,40,1
"119",201441,"Ramlösa",3,39,501.97,15,12.8897435897436,12.8710256410256,0.0187179487179487,0,15,0,1,0.00145215834493734,0.998547841655063,23.9016154363922,15.4791073805158,15.2676847722654,0.211422608250337,36,514.91,14,14.3030555555556,14.4277777777778,0.124722222222222,0.991355410088564,16.6871231488176,18.6746978960849,18.8706821079869,0.195984211901974,0.0800427076735364,-0.105494478834089,-0.112723436203655,0.00719243156649885,0.0689928714869517,0.35930869507103,-0.201431065603431,0.0549976313126207,0.160094012667166,0.0549976313126207,0.160094012667166,-0.105494478834089,-0.156975937543159,0,41,1
"121",201442,"Ramlösa",3,38,445.01,14,11.7157894736842,11.7107894736842,0.005,0,14,0,1,0.000426774483378257,0.999573225516622,15.8381219584004,20.63657567693,20.5291463823388,0.10742929459119,39,501.97,15,12.8710256410256,12.8897435897436,0.0187179487179487,0.998547841655063,23.9016154363922,15.2676847722654,15.4791073805158,0.211422608250337,-0.0259754864032606,-0.0944681167226737,-0.0954944648938794,0.00102538386155915,-0.0689928714869517,-0.4115262320093,0.296107162759741,-0.324427985615907,1.61985625863827,-0.324427985615907,1.61985625863827,-0.0944681167226737,-0.429553023999138,0,42,1
"126",201443,"Ramlösa",3,41,500.21,17,12.4121951219512,12.200243902439,0.211951219512195,0,136,0,1,0.0170760463745333,0.982923953625467,21.4704269152796,20.5549823184774,20.4083237916533,0.146658526824084,38,445.01,14,11.7107894736842,11.7157894736842,0.005,0.999573225516622,15.8381219584004,20.5291463823388,20.63657567693,0.10742929459119,0.0759859069779223,0.0409453494450958,0.0577420072154755,-0.0166492718911551,0.194156014440958,0.304256679838316,-0.00590280449628677,-0.182407222834474,1.50790459144056,-0.182407222834474,1.50790459144056,0.0409453494450958,-0.402192751007373,0,43,1
"129",201444,"Ramlösa",3,60,708.98,17,12.65,11.8163333333333,0.833666666666667,34,153,1,1,0.0659025032938076,0.934097496706192,20.2338244241387,27.2430082946401,26.9532887152616,0.28971957937853,41,500.21,17,12.200243902439,12.4121951219512,0.211951219512195,0.982923953625467,21.4704269152796,20.4083237916533,20.5549823184774,0.146658526824084,0.380772495517792,-0.0319731883751309,0.0189777482830498,-0.0488264569192743,0,-0.059320815486092,0.278162473529228,-0.284123433309131,2.84897991568233,-0.284123433309131,2.84897991568233,-0.0319731883751309,-0.561599571088976,1,44,1
"132",201445,"Ramlösa",3,33,466.9,16,14.1484848484849,14.1484848484849,0,0,0,0,0,0,1,17.9331151321926,16.6488009075734,16.35818763081,0.290613276763428,60,708.98,17,11.8163333333333,12.65,0.833666666666667,0.934097496706192,20.2338244241387,26.9532887152616,27.2430082946401,0.28971957937853,-0.59783700075562,0.180124785342969,0.111950325336882,0.0659025032938076,-0.060624621816435,-0.120706669401283,-0.499376775635662,0.336038140371823,0.388875264282968,0.336038140371823,0.388875264282968,0.180124785342969,-0.135082371727004,0,45,0
"134",201446,"Ramlösa",3,34,441.6,11,13.0176470588235,12.9882352941176,0.0294117647058824,0,11,0,1,0.00225937641211026,0.99774062358789,17.4663226713145,19.0099681721049,18.7755584153059,0.234409756798977,33,466.9,16,14.1484848484849,14.1484848484849,0,1,17.9331151321926,16.35818763081,16.6488009075734,0.290613276763428,0.0298529631496813,-0.085563570163687,-0.0833016375096234,-0.00225937641211027,-0.37469344944141,-0.0263744030011912,0.137827395175739,0.0935852883805211,1.13976081019282,0.0935852883805211,1.13976081019282,-0.085563570163687,-0.30823707040694,0,46,1
"136",201447,"Ramlösa",3,25,330.7,13,13.34,13.228,0.112,0,39,0,1,0.00839580209895052,0.991604197901049,16.3054917610486,18.1922383473504,17.7332699638225,0.458968383527953,34,441.6,11,12.9882352941176,13.0176470588235,0.0294117647058824,0.99774062358789,17.4663226713145,18.7755584153059,19.0099681721049,0.234409756798977,-0.307484699747961,0.0182918247728225,0.0244611374866901,-0.00613642568684025,0.167054084663166,-0.0687726391501773,-0.0571134054964437,0.160094012667166,0.827604115393382,0.160094012667166,0.827604115393382,0.0182918247728225,-0.254057484773741,0,47,1
"141",201448,"Ramlösa",3,79,864.1,16,11.9632911392405,10.9379746835443,1.0253164556962,0,208,0,1,0.0857052163792191,0.914294783620781,21.7948695614303,16.5202241928621,16.127765922819,0.392458270043184,25,330.7,13,13.228,13.34,0.112,0.991604197901049,16.3054917610486,17.7332699638225,18.1922383473504,0.458968383527953,1.15057202759882,-0.190095144739215,-0.108924150953489,-0.0773094142802686,0.207639364778244,0.290172631954776,-0.0949001561349161,-0.606986834803486,0.341860150088413,-0.606986834803486,0.341860150088413,-0.190095144739215,-0.321792321646465,0,48,1
"144",201449,"Ramlösa",3,35,499.47,17,14.5,14.2705714285714,0.229428571428571,0,85,0,1,0.0158226600985222,0.984177339901478,20.3309800367305,15.5776634969327,15.2711189319899,0.306544564942852,79,864.1,16,10.9379746835443,11.9632911392405,1.0253164556962,0.914294783620781,21.7948695614303,16.127765922819,16.5202241928621,0.392458270043184,-0.814099790977608,0.265958824355125,0.19230575989254,0.069882556280697,0.060624621816435,-0.0695287679703718,-0.0545789850343956,0.35353924775488,0.165664413868553,0.35353924775488,0.165664413868553,0.265958824355125,-0.0655189385842895,0,49,1
"146",201450,"Ramlösa",3,37,481.7,16,13.0621621621622,13.0189189189189,0.0432432432432432,0,48,0,1,0.00331057314297538,0.996689426857025,18.4092820463133,15.1396018573036,14.5397065103759,0.599895346927723,35,499.47,17,14.2705714285714,14.5,0.229428571428571,0.984177339901478,20.3309800367305,15.2711189319899,15.5776634969327,0.306544564942852,0.0555698511548108,-0.0917958737435058,-0.104428983219714,0.0125120869555468,-0.060624621816435,-0.0992908364517628,-0.0490801061145056,0.110162247968405,-0.0770340075465876,0.110162247968405,-0.0770340075465876,-0.0917958737435058,-0.104595480683995,0,50,1
"148",201451,"Ramlösa",3,64,748.41,13,11.93125,11.69390625,0.23734375,0,78,0,1,0.0198926139339969,0.980107386066003,22.8511224256754,16.087168567603,15.1459178902965,0.941250677306537,37,481.7,16,13.0189189189189,13.0621621621622,0.0432432432432432,0.996689426857025,18.4092820463133,14.5397065103759,15.1396018573036,0.599895346927723,0.547965170715447,-0.107335728202368,-0.0905586577148938,-0.0165820407910215,-0.207639364778244,0.21614524115053,0.0408477625425534,-0.347693770638922,0.132312852276171,-0.347693770638922,0.132312852276171,-0.107335728202368,-0.227916965171724,0,51,1
"152",201452,"Ramlösa",3,37,492.8,14,13.3864864864865,13.3189189189189,0.0675675675675676,0,42,0,1,0.00504744599232788,0.994952554007672,21.0722046285018,18.7335444977829,18.545437877449,0.188106620333883,64,748.41,13,11.69390625,11.93125,0.23734375,0.980107386066003,22.8511224256754,15.1459178902965,16.087168567603,0.941250677306537,-0.547965170715447,0.130117626785503,0.115084718458047,0.014845167941669,0.0741079721537217,-0.0810453817339876,0.202492772817254,0.18799930884492,1.04969220422516,0.18799930884492,1.04969220422516,0.130117626785503,-0.281822353997123,1,52,1
"155",201501,"Ramlösa",3,78,919.91,20,11.8692307692308,11.793717948718,0.0755128205128205,0,60,0,1,0.00636206524087276,0.993637934759127,21.6196952318532,15.1176159192016,14.9583685257713,0.159247393430323,37,492.8,14,13.3189189189189,13.3864864864865,0.0675675675675676,0.994952554007672,21.0722046285018,18.545437877449,18.7335444977829,0.188106620333883,0.745790914045367,-0.121618487093832,-0.120296325042389,-0.00131461924854492,0.356674943938732,0.0256498596541048,-0.214952911445072,-0.295589151263063,0.0880655697240946,-0.295589151263063,0.0880655697240946,-0.121618487093832,-0.21156388623539,1,53,1
"158",201502,"Ramlösa",3,32,570.3,15,17.8375,17.821875,0.015625,0,15,0,1,0.000875963559915908,0.999124036440084,15.8872361205018,16.6792999927223,16.0546768687982,0.624623123924123,78,919.91,20,11.793717948718,11.8692307692308,0.0755128205128205,0.993637934759127,21.6196952318532,14.9583685257713,15.1176159192016,0.159247393430323,-0.890972923889865,0.412859622881512,0.407353580895376,0.00548610168095687,-0.287682072451781,-0.308088688402474,0.0707292899883543,0.985127588334746,0.318639363964375,0.985127588334746,0.318639363964375,0.412859622881512,0.110073727776876,1,54,1
"162",201503,"Ramlösa",3,37,430.01,13,12.4675675675676,11.6218918918919,0.845675675675676,0,26,0,1,0.0678300455235205,0.93216995447648,18.6511886035696,17.0930064586,16.9735438735614,0.119462585038581,32,570.3,15,17.821875,17.8375,0.015625,0.999124036440084,15.8872361205018,16.0546768687982,16.6792999927223,0.624623123924123,0.145182009844498,-0.427536083775841,-0.358172304883404,-0.0669540819636045,-0.143100843640673,0.160393849028707,0.0556556882972776,-0.371149323202284,0.606986834803486,-0.371149323202284,0.606986834803486,-0.427536083775841,-0.315293731322983,0,55,1
"165",201504,"Ramlösa",3,54,578.4,15,11.937037037037,10.7111111111111,1.22592592592593,30,165,1,1,0.102699348433137,0.897300651566863,17.0347412710958,12.5126052308505,12.2602476743173,0.252357556533237,37,430.01,13,11.6218918918919,12.4675675675676,0.845675675675676,0.93216995447648,18.6511886035696,16.9735438735614,17.0930064586,0.119462585038581,0.37806613392005,-0.0816089273066449,-0.0434847551024871,-0.0348693029096163,0.143100843640673,-0.0906550132340467,-0.325293756996652,-0.723621325174215,-0.730782063985963,-0.723621325174215,-0.730782063985963,-0.0816089273066449,-0.126354426464916,0,56,1
"167",201505,"Ramlösa",3,35,415.97,16,12.0142857142857,11.8848571428571,0.129428571428571,0,48,0,1,0.0107728894173603,0.98922711058264,22.8304476743716,15.0943691173669,14.8375459475773,0.256823169789642,54,578.4,15,10.7111111111111,11.937037037037,1.22592592592593,0.897300651566863,17.0347412710958,12.2602476743173,12.5126052308505,0.252357556533237,-0.433635985074861,0.103983456506515,0.00645049510652562,0.0919264590157765,0.0645385211375711,0.292840206469086,0.190798724526259,-0.244275387814434,0.0549976313126207,-0.244275387814434,0.0549976313126207,0.103983456506515,-0.19900115660314,0,57,1
"170",201506,"Ramlösa",3,44,570.7,13,12.9909090909091,12.9704545454545,0.0204545454545455,0,13,0,1,0.00157452764170749,0.998425472358292,22.5712889221126,14.9112253766298,14.7799523418336,0.131273034796171,35,415.97,16,11.8848571428571,12.0142857142857,0.129428571428571,0.98922711058264,22.8304476743716,14.8375459475773,15.0943691173669,0.256823169789642,0.228841572428848,0.0874089628376065,0.0781533942138619,0.00919836177565281,-0.207639364778244,-0.0114163724314382,-0.00388916563956077,0.0825485329041129,0.0109942051395756,0.0825485329041129,0.0109942051395756,0.0874089628376065,-0.122429203730071,0,58,1
"172",201507,"Ramlösa",3,47,608.35,17,13.0489361702128,12.9436170212766,0.10531914893617,0,51,0,1,0.00807109082015327,0.991928909179847,19.9928840445378,22.4986523130565,22.4551269353114,0.0435253777450486,44,570.7,13,12.9704545454545,12.9909090909091,0.0204545454545455,0.998425472358292,22.5712889221126,14.7799523418336,14.9112253766298,0.131273034796171,0.0659579677917974,-0.00207127110100203,0.00445679878442862,-0.00649656317844571,0.268263986594679,-0.121302284487669,0.418247268387828,0.0770340075465876,2.05921460987167,0.0770340075465876,2.05921460987167,-0.00207127110100203,-0.423578541392152,0,59,1
"177",201508,"Ramlösa",3,40,507.68,15,12.88,12.692,0.188,0,75,0,1,0.0145962732919255,0.985403726708075,20.6838620129321,15.0592359631818,14.5463594019433,0.512876561238507,47,608.35,17,12.9436170212766,13.0489361702128,0.10531914893617,0.991928909179847,19.9928840445378,22.4551269353114,22.4986523130565,0.0435253777450486,-0.161268147596122,-0.0196308988024501,-0.0130308902456719,-0.00652518247177225,-0.125163142954006,0.0339773708434756,-0.434178210014706,0.0329879329374029,-0.0715218238155482,0.0329879329374029,-0.0715218238155482,-0.0196308988024501,-0.127479278540001,0,60,1
"179",201509,"Ramlösa",3,68,738.2,17,12.2088235294118,10.8558823529412,1.35294117647059,17,170,1,1,0.110816670681763,0.889183329318237,20.6024226712795,14.3689441951632,14.1497156963952,0.219228498768038,40,507.68,15,12.692,12.88,0.188,0.985403726708075,20.6838620129321,14.5463594019433,15.0592359631818,0.512876561238507,0.530628251062171,-0.156264788301157,-0.0535167902333757,-0.0962203973898379,0.125163142954006,-0.0039451090308309,-0.0276462176243184,-0.660751127140255,-0.193597280095634,-0.660751127140255,-0.193597280095634,-0.156264788301157,-0.232784418721087,0,61,1
"182",201510,"Ramlösa",3,36,442.95,13,12.3166666666667,12.3041666666667,0.0125,0,13,0,1,0.0010148849797023,0.998985115020298,20.7556690681469,17.5085409516963,17.2925949142365,0.215946037459756,68,738.2,17,10.8558823529412,12.2088235294118,1.35294117647059,0.889183329318237,20.6024226712795,14.1497156963952,14.3689441951632,0.219228498768038,-0.635988766719997,0.12523087298214,0.00879442828326926,0.109801785702061,-0.268263986594679,0.00741074318315604,0.200583838469261,-0.154528574694707,0.688356880905426,-0.154528574694707,0.688356880905426,0.12523087298214,-0.288471931038123,0,62,1
"184",201511,"Ramlösa",3,49,599.61,17,12.2673469387755,12.2369387755102,0.0304081632653061,0,17,0,1,0.00247878888704043,0.99752121111296,23.7058284895294,15.3800462841031,15.2734042022508,0.10664208185229,36,442.95,13,12.3041666666667,12.3166666666667,0.0125,0.998985115020298,20.7556690681469,17.2925949142365,17.5085409516963,0.215946037459756,0.308301359654517,-0.00547881263799832,-0.00401234679161178,-0.00146390390733819,0.268263986594679,0.132901528268404,-0.12416534184002,-0.176820835190442,0.176820835190442,-0.176820835190442,0.176820835190442,-0.00547881263799832,-0.198807376962705,0,63,1
"187",201512,"Ramlösa",3,38,558.49,16,14.8473684210526,14.6971052631579,0.150263157894737,0,32,0,1,0.0101205246366537,0.989879475363346,17.7808934804507,20.1832850253892,19.6743639468217,0.508921078567435,49,599.61,17,12.2369387755102,12.2673469387755,0.0304081632653061,0.99752121111296,23.7058284895294,15.2734042022508,15.3800462841031,0.10664208185229,-0.254234138384241,0.183191407755684,0.190881626907021,-0.00764173574961324,-0.060624621816435,-0.287596464917016,0.253203437403088,0.436766492461671,1.38299412710064,0.436766492461671,1.38299412710064,0.183191407755684,-0.252981936143755,0,64,1
"192",201513,"Ramlösa",3,39,566.62,16,14.6948717948718,14.5287179487179,0.166153846153846,0,96,0,1,0.0113069272378293,0.988693072762171,19.638729891432,17.9589562009839,17.6757512291986,0.28320497178526,38,558.49,16,14.6971052631579,14.8473684210526,0.150263157894737,0.989879475363346,17.7808934804507,19.6743639468217,20.1832850253892,0.508921078567435,0.0259754864032606,-0.0115233146054319,-0.0103240634134645,-0.00118640260117564,0,0.0993791505391104,-0.107122752553555,0.394810891741148,0.8045963803603,0.394810891741148,0.8045963803603,-0.0115233146054319,-0.178042406213664,0,65,1
"195",201514,"Ramlösa",3,106,1182.62,20,11.9566037735849,11.1567924528302,0.799811320754717,20,240,1,1,0.0668928515070223,0.933107148492978,17.7724724907289,16.0608440006388,15.8311107877008,0.229733212938004,39,566.62,16,14.5287179487179,14.6948717948718,0.166153846153846,0.988693072762171,19.638729891432,17.6757512291986,17.9589562009839,0.28320497178526,0.999877447982421,-0.264078737893469,-0.206214832650696,-0.055585924269193,0.22314355131421,-0.0998528603918487,-0.110216672022219,-0.529453017544789,0.249942806252822,-0.529453017544789,0.249942806252822,-0.264078737893469,-0.295261551609005,1,66,1
"198",201515,"Ramlösa",3,41,412.64,15,10.2170731707317,10.0643902439024,0.152682926829268,0,60,0,1,0.0149439006922893,0.985056099307711,26.4853303298329,18.1984509526442,17.7300413243513,0.46840962829282,106,1182.62,20,11.1567924528302,11.9566037735849,0.799811320754717,0.933107148492978,17.7724724907289,15.8311107877008,16.0608440006388,0.229733212938004,-0.949867027407759,-0.103045025591989,-0.157223581528668,0.0519489508147329,-0.287682072451781,0.398940236290953,0.113283409625674,-0.812217801499913,0.819886695889314,-0.812217801499913,0.819886695889314,-0.103045025591989,-0.432353819160055,1,67,1
"200",201516,"Ramlösa",3,62,751.51,13,12.158064516129,12.1211290322581,0.0369354838709677,0,39,0,1,0.0030379410984346,0.996962058901565,23.3046968131606,19.3964070719491,19.267266394618,0.129140677331093,41,412.64,15,10.0643902439024,10.2170731707317,0.152682926829268,0.985056099307711,26.4853303298329,17.7300413243513,18.1984509526442,0.46840962829282,0.413562318340784,0.185946655350571,0.173932534539262,0.0119059595938548,-0.143100843640673,-0.12793608703412,0.0831471634320256,-0.193597280095634,1.3147424009236,-0.193597280095634,1.3147424009236,0.185946655350571,-0.370895238379851,0,68,1
"202",201517,"Ramlösa",3,53,664.58,18,12.7301886792453,12.5392452830189,0.190943396226415,36,126,1,1,0.0149992589298948,0.985000741070105,16.9234031819583,15.3999208575104,15.2764247984704,0.12349605904001,62,751.51,13,12.1211290322581,12.158064516129,0.0369354838709677,0.996962058901565,23.3046968131606,19.267266394618,19.3964070719491,0.129140677331093,-0.15684247149297,0.0339132178470662,0.0459835382933145,-0.0119613178314601,0.325422400434628,-0.31995745258223,-0.232096837070818,-0.0715218238155482,0.182407222834474,-0.0715218238155482,0.182407222834474,0.0339132178470662,-0.17917670865801,0,69,1
"207",201518,"Ramlösa",3,81,935.15,18,12.7518518518518,11.5450617283951,1.20679012345679,54,180,1,1,0.094636460451157,0.905363539548843,21.2853529470496,20.1431709447549,20.0921018546354,0.0510690901194686,53,664.58,18,12.5392452830189,12.7301886792453,0.190943396226415,0.985000741070105,16.9234031819583,15.2764247984704,15.3999208575104,0.12349605904001,0.424157241120317,-0.0826055590697936,0.00170027025889041,-0.0796372015212622,0,0.229321713465205,0.274016018084137,-0.406724251871364,1.44263681466715,-0.406724251871364,1.44263681466715,-0.0826055590697936,-0.425393031952427,1,70,1
"210",201519,"Ramlösa",3,63,748.39,18,11.9793650793651,11.8792063492063,0.10015873015873,0,108,0,1,0.00836093812110773,0.991639061878892,24.5386597938144,20.6508024621427,20.5049589013507,0.145843560792014,81,935.15,18,11.5450617283951,12.7518518518518,1.20679012345679,0.905363539548843,21.2853529470496,20.0921018546354,20.1431709447549,0.0510690901194686,-0.251314428280907,0.0285317165239722,-0.0624909114408592,0.0862755223300492,0,0.142230643558324,0.0203399592312894,-0.255618264216333,1.58031350884975,-0.255618264216333,1.58031350884975,0.0285317165239722,-0.420666658911281,0,71,1
"212",201520,"Ramlösa",3,45,568.8,17,12.7222222222222,12.64,0.0822222222222222,0,51,0,1,0.00646288209606987,0.99353711790393,20.6194578807077,20.686762334294,20.5754377867361,0.111324547557873,63,748.39,18,11.8792063492063,11.9793650793651,0.10015873015873,0.991639061878892,24.5386597938144,20.5049589013507,20.6508024621427,0.145843560792014,-0.336472236621213,0.0620768826381695,0.0601646527587856,0.0018980560250379,-0.0571584138399484,-0.174014637364527,0.00343126942370109,0.00549701951431679,1.64061580058192,0.00549701951431679,1.64061580058192,0.0620768826381695,-0.385675282780698,1,72,1
"215",201521,"Ramlösa",3,63,597.47,20,9.58095238095238,9.48365079365079,0.0973015873015873,40,100,1,1,0.0101557322730285,0.989844267726972,25.6345002753059,17.4742077897377,17.4155937689715,0.0586140207662636,45,568.8,17,12.64,12.7222222222222,0.0822222222222222,0.99353711790393,20.6194578807077,20.5754377867361,20.686762334294,0.111324547557873,0.336472236621213,-0.287297041770124,-0.283573245155914,-0.00369285017695864,0.162518929497775,0.217703923903644,-0.166732025444611,-1.13976081019282,0.723621325174215,-1.13976081019282,0.723621325174215,-0.287297041770124,-0.455450619745888,1,73,1
"217",201522,"Ramlösa",3,59,775.7,15,13.2050847457627,13.1474576271186,0.0576271186440678,0,45,0,1,0.00436400975484533,0.995635990245155,25.3781155775586,12.482391751774,11.8632254616698,0.619166290104146,63,597.47,20,9.48365079365079,9.58095238095238,0.0973015873015873,0.989844267726972,25.6345002753059,17.4155937689715,17.4742077897377,0.0586140207662636,-0.0655972824858129,0.326659056642519,0.320824962928932,0.00579172251818316,-0.287682072451781,-0.0100518999949797,-0.383922680548049,0.143411865809806,-0.93288917320597,0.143411865809806,-0.93288917320597,0.326659056642519,0.108253203953529,0,74,1
"221",201523,"Ramlösa",3,87,966.55,20,12.164367816092,11.1097701149425,1.05459770114943,0,320,0,1,0.08669564395729,0.91330435604271,26.856367018578,14.957206727441,14.7550683450392,0.202138382401822,59,775.7,15,13.1474576271186,13.2050847457627,0.0576271186440678,0.995635990245155,25.3781155775586,11.8632254616698,12.482391751774,0.619166290104146,0.388370674748864,-0.16840349187799,-0.0820909559859984,-0.0823316342024447,0.287682072451781,0.0566157145446886,0.218143322426235,-0.542144016429635,0,-0.542144016429635,0,-0.16840349187799,-0.247053971208628,1,75,1
"225",201524,"Ramlösa",3,59,726.9,18,12.3745762711864,12.3203389830509,0.0542372881355932,0,90,0,1,0.00438296123818655,0.995617038761813,33.9787821216241,17.0351283314665,16.7942467956672,0.240881535799298,87,966.55,20,11.1097701149425,12.164367816092,1.05459770114943,0.91330435604271,26.856367018578,14.7550683450392,14.957206727441,0.202138382401822,-0.388370674748864,0.103426560871753,0.0171330597112256,0.0823126827191034,-0.105360515657826,0.235233348815041,0.129449734744075,-0.148967919030165,0.535787730055642,-0.148967919030165,0.535787730055642,0.103426560871753,-0.266395264226473,0,76,1
"226",201525,"Ramlösa",3,73,822.18,20,12.0780821917808,11.2627397260274,0.815342465753425,60,260,1,1,0.0675059544062606,0.932494045593739,27.7953608077342,16.0148236223912,15.7302808128564,0.284542809534808,59,726.9,18,12.3203389830509,12.3745762711864,0.0542372881355932,0.995617038761813,33.9787821216241,16.7942467956672,17.0351283314665,0.240881535799298,0.212921997242671,-0.0897515645470972,-0.0242516462117304,-0.063122993168074,0.105360515657826,-0.200867145214913,-0.0654488061522369,-0.491875983048047,0.238615804628421,-0.491875983048047,0.238615804628421,-0.0897515645470972,-0.284008984962153,1,77,1
